X_val,tokens,Y_val,ccn_prediction
today was the 21st pediatric brain tumor foundation ride for kids i had the opportunity to join dave olney in welcoming and greeting the riders at the deerfield volunteer fire department as they began to raise awareness for an important and worthy cause __link__,44,0,3
do you have a garden at home are you part of a community garden composting is great way to support your greenthumb initiatives here in brooklyn assemblyman walter mosley invites you to join us for our nyc compost giveback event in partnership with __link__,44,7,0
shame on us giant health care company decided he did nt need roundtheclock nursing care to keep him from suffocating the decision would save superior healthplan as much as __num__ a day and cost dashon everything he died to get the hours txlege __link__,44,3,3
the voting rights act was one of the major achievements of the civil rights era but for too many of our citizens those rights have started to erode i will continue to work with my nysamajority colleagues to strengthen new yorks voting laws __link__,44,19,2
after careful consideration of all the candidates local __num__ made the decision to support senator klein who has supported labor and who knows how important it is to give working families a chance ” cwa1180 president gloria middleton thank you for your endorsement __link__,44,0,19
ecot received primarily dropouts so any graduation rate is a success over the traditional public school from which those students had dropped and the public school removed that student from their dropout numbers as a result making the traditional look better on paper __link__,44,6,6
winning approval in the state legislature a bill i carried with sen murphy to authorize the town of new castle to lease space on the fences at three local parks the additional revenue will support recreational opportunities for town residents more in todays examinermedia __link__,45,20,20
thank you to the creighton family for showing me around their ranch today its nice to learn about their family history and being one of the first settlers to the kern river valley they grow potatoes 🥔 and alfalfa hay for generations — meeting __link__,45,0,0
thelegaldentist dr heinicke would love to chat with you about this as we look at ways to free the strangle on patients and providers that ehrs have would love to know more specifics about what you discovered dm me if you re interested in sharing,45,0,3
wow impressive last time tucsonstar endorsed a gop candidate seeking a 2nd term as gov was jane hull congrats dougducey for a well deserved endorsement congrats to tucsonstar for recognizing dougducey has lived up to his promise to be governor of all of az __link__,45,19,19
what am i up to __num__ days before election day walking the district and getting our voters to the polls of course i met these nice folks amid a garage clean out project so much support truly humbling and96 miles logged 👍 🏻 👟 __link__,45,19,19
what a privilege to be with the kim family cincypd and so many members of our community to unveil the signs for the officer sonny l kim memorial highway look for the signs on 71n past dana exit and 71s past montgomery rd exit __link__,45,0,0
it‘s critical that we preserve access to our criminal justice system continue to address the judge shortage not only for western rivco but the entire state of ca proud to work alongside my friend colleague generalroth to continue to address this important issue ad60 __link__,45,11,11
the mcconnellstandard was a republican ruse in __year__ and its a democratic delusion today senatedems must do everything to exploit the senates unanimousconsent structure to grind the senate to a halt we need to fight as hard for our values as conservatives fight for theirs,45,19,19
after years of driving by the shinny dome of christ the savior orthodox cathedral in the district i made an appointment with fr lucas to learn more about the church and his ministry indeed a beautiful cathedral with amazing fresco narrating the history of christianity __link__,46,0,0
just spoke to the superior chamber of commerce today about the things the ld08 team of sen frank pratt repdavidcook and i have been doing over the last couple years and about the arizona comeback together well continue to work hard to ensure azs prosperity continues,46,0,0
my family and i could not be more grateful for all of the support and encouragement that this campaign has received thank you to every volunteer who made phone calls knocked on doors put up yard signs and helped to spread our message across central florida,46,19,0
this morning ill be announcing a package of eleven proposals that i worked on with shelleybmayer to reform idas aka the wild west of economic development a system whereby a corporation demands jump and an ida responds how high needs to come to an end now,46,14,1
condolences to the family and many friends of ken moore ken was past president of vietnam vets chapter __num__ and a great friend to all veterans in our community he never gave up the fight against cancer mission accomplished sir rest in peace my friend __link__,46,0,3
dozens of workers from the shore made the long trek to richmond to advocate for drivers privilege cards a critical step to ensure any taxpaying resident of virginia can get to work get their kids to school hope to see this measure move forward progress __link__,46,0,0
the next time you re checking out the spectacular old growth redwoods and gorgeous coast in del norte county jump on the californiacoastaltrail its a great walk with amazing views and you ll end up with great pics of the harbor and battery point lighthouse __link__,46,0,0
read this thread 👇 immigrant children babies being held by a military contractor in __num__ different office buildings in phx once found they pack up quickly move before we can learn more what are they hiding and what s happening to these children az wherearethechildren __link__,46,9,9
last night i joined the fore river community at quincy high school for the 2nd health impact assessment hia meeting regarding the proposed compressor station in weymouth i was glad to see that the meeting was well attended with over __num__ people in the audience __num__ __link__,47,0,7
we had a huge turnout this evening in palm beach where we were joined by representative jimjordan of ohio rep jordan is running to be the speaker of the us house of representatives voters are excited __num__ more days to go before election day 2lanetravels flapol __link__,47,19,19
in patterson hamptonbyhilton broke ground recently on their new __num__ room hotel that will bring in __num__ full time jobs to the city and over __num__ in annual tax revenue it will open in the 3rd quarter of __year__ thank you and welcome to the neighborhood __link__,47,0,0
what started off as a cry for help today became a reality over __num__ people living in moroleon gto counted with one ambulance at their service today we were able to donate an ambulance to the city through a facilitation that i started with amrsocial rotary surprise __link__,48,3,3
just checking in about our upcoming october __num__ del norte county town hall its just one week from today state and local leaders are ready to update you on important issues affecting your neighborhood and all of northern california see ya at joe hamilton elementary __num__ pm __link__,48,0,0
enjoyed attending the bellwood chamber of commerce dinner last night where they honored retiring board members i was honored to speak about my friend cory foster as he retires from the board i also salute all retirees for their love and commitment to the village of bellwood __link__,48,0,0
thanks for all the congratulatory comments emails texts calls and tweets about my big __num__ point win looking forward to a very busy month including __num__ sessions next week of legislating on behalf of my amazing constituents before being sworn in for my second term in january __link__,48,0,19
page __num__ she looked around that maybe some rule ” could be broken rule rulethere are no rules our whole system in congress has broken the rulesprocess processthere is no process our administration in congress has created a bogus process so i figured my in the meantime ”,48,19,19
it is an honor to work with represent some of the the best nurses in the nation at nynurses so i am thrilled to be receiving their endorsement i will not rest until we have a comprehensive affordable system that works for all new yorkers peralta4quens reasons4peralta __link__,48,3,3
if the goptaxbill is voted into law it will be a sad day for liersi spoke wpetrified seniors who know the consequences this law will bringmany live paycheck __num__ paycheck can not watch the value of their homes decrease congress please do the right thing vote no __link__,48,1,1
as we keep an eye on isaac now is as good a time as any to prepare for a storm get ready with the help of our hurricane guide available online or in shalimar admin building __num__ eglin pkwy or the brackin building __num__ wilson in crestview __link__,48,0,0
this morning in __year__ four innocent little girls lost their lives from an act of pure evil i came to know their incredible families nearly four decades later while prosecuting two of the kkk bombers their pain will never go away but justice has been a powerful antidote __link__,49,2,2
its been a rotary kind of day in district __num__ thank you to the key west sunrise rotary club and the big pine lower keys rotary club for inviting me to speak today about this years legislative session and the ongoing issues that are important to our community __link__,49,0,0
billoftheweek in tribute to my hero i filed hb519 naming a portion of highway __num__ in houston after the late barbara jordan the 1st african american woman to serve in the txlege excited to work with my colleagues to establish the barbara jordan memorial parkway in hd __num__ __link__,49,19,19
for different reasons that shout out from brucerauner for fixtheformula was almost as satisfying as the shout out i got from barackobama on avrinil and do nt forget ya signed both of my bills after you 1st vetoed them you thought i d give up i did nt ilgovdebate,49,19,0
an excellent recap of the txlege cap debate in the last __num__ hours bottom line caps do nt address the issue the bulk of school funding responsibility has slid from the state to property owners fixing school finance offers real property tax cuts caps do not txlege sb2 __link__,49,6,1
bridgetballsha1 the air is very clean today due to technology and clean burning fuel solar is great good luck powering a ship plane etc with it and panels are loaded with heavy metals so they will be a joy when they wear out you be naive ill be a realist,50,8,8
its hard work to build a house but a true home is priceless to any family that lives there thank you to the long branch police department and the volunteers of habitat for humanity for allowing us to join you for todays one house at a time build event __link__,50,0,0
passed __num__ today i spoke for sb __num__ which includes my hb __num__ to increase access to oral healthcare services through teledentistry i also spoke in favor of hb __num__ my bill that makes changes to the practice act for physical therapists this is headed to the governors desk __link__,50,3,3
very important i remember canvassing a couple of years ago and seeing ballots clipped on peoples mailboxes to go out very late in the afternoon do nt wait till the last minute its probably best to drop it off at a county ballot box at this point or post office __link__,51,19,19
gusr72 juancamilogg repbillhager repmoraitis repmannydiazjr repctrujillo mbileca danielperezfl repjnunez hollyraschein icymi below is a breakdown of our comprehensive plan which will be presented in the house rules committee next week i will continue working with my collegues to ensure horrific tragedies like parkland never occur again in florida fightingforflfamilies gop __link__,51,21,11
when bennie simmons was lynched in __year__ the local newspaper reported he shrieked in agony as the flames reached his fleshbut his cries were drowned out by yells and jeers of the mob ” his body was hung soaked in oil and burned white neighbors sent postcards of his corpse __link__,51,0,0
this afternoon i am calling directly on jeffgreenefl to donate __num__ m to fladems wout preconditions when u came outta nowhere to run for senate in __year__ u promised millions in fdp support got ur ass handed to u disappeared for __num__ yrs __year__ is the same bribe different year __link__,51,19,19
it was a great time engaging with the folks at veteran voices last thursday evening repjimbutler and i feel that it is absolutely imperative to be with the people and hear from the people now we to go to work and deliver 🇺 🇸 paid for by citizens of perales rickperales __link__,52,0,15
delta i wo nt be heartbroken if our friends at a38 in dtweetin want to serve extra pre flight refreshments and buy me an extra moment or two may we borrow the __num__ minutes the flight is scheduled to be early and make sure every passenger makes the flight please 😁 __link__,52,0,0
unless there is a miracle comeback in the offing for ld28 senate ill just update you without the help of the balance of power graphic thanks for tuning in every night since election night now lets all get to work to turn these results into a better state for all of us,52,19,19
ma continues to make it clear we will expand protect the rights of lgbtq folks i m so proud to have been fighting alongside this community for over a decade we ve come far since marriage equality but this fight is incredibly important now ready to carry the torch in dc ma3 __link__,53,2,2
chris how silly of you to say this so let me get this right you supported a special counsel to fully complete an investigation but now you want to rush the investigation because you think there s new information your not aware of at this time let him finish then you will know __link__,54,19,19
timormond whoa that escalated quickly i know i should be on twitter more but i m not that said please do nt mistake my delayed response as inaction been thinking about the subject all day i m not a ready fire aim guy you ask a good question and i appreciate being challenged __link__,54,0,0
thanks to 6th district gop for inviting me to give an update at their meeting i took a few days after getting back from richmond last sunday to catch up at home and the office but glad to be back out and about to see good friends at several events the last few days __link__,55,0,0
